epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
163,0.6932,0.6981,"[3.86910013 4.55239515 0.30613182 2.11924025 0.61688464 0.28114691
 0.86633724 1.86600875 2.18801427]",0.3663
164,0.6932,0.7031,"[3.87667102 4.55848704 0.31219205 2.12527405 0.61085416 0.28719638
 0.86015546 1.85996657 2.18198713]",0.3622
165,0.6932,0.6882,"[3.87595902 4.55182601 0.3055655  2.118734   0.6173733  0.28059311
 0.86674663 1.86654685 2.18848306]",0.3664
166,0.6932,0.6984,"[3.87879357 4.55544635 0.30935349 2.12261422 0.61348032 0.28441756
 0.86352797 1.86269613 2.18457686]",0.3639
167,0.6932,0.7157,"[3.87939071 4.55553913 0.30946745 2.12270516 0.61339471 0.2845251
 0.8635797  1.86259431 2.184497  ]",0.3639
168,0.6931,0.6806,"[3.88162373 4.55172537 0.30558112 2.11876727 0.61733901 0.28061657
 0.86716038 1.86651547 2.18844716]",0.3664
169,0.693,0.687,"[3.88587629 4.5558994  0.30971088 2.12284836 0.61326505 0.28472663
 0.86292033 1.86241708 2.18437995]",0.3636
170,0.6932,0.7162,"[3.88922858 4.55219947 0.30589871 2.1189553  0.61716893 0.28087954
 0.86631921 1.86628343 2.1882941 ]",0.3659
171,0.693,0.6861,"[3.89416555 4.54790001 0.30169884 2.11482961 0.62128283 0.27670909
 0.87072375 1.87043514 2.19239587]",0.369
172,0.6933,0.6816,"[3.90153947 4.54787242 0.3016848  2.1148196  0.62129182 0.27669606
 0.87074231 1.87044677 2.19240365]",0.369
173,0.6929,0.7178,"[3.91099621 4.54678481 0.30030605 2.11321051 0.62293751 0.27521262
 0.87126513 1.8719766  2.19408664]",0.3699
174,0.6931,0.6972,"[3.9192104  4.5506028  0.30420007 2.11714958 0.6189918  0.2791291
 0.86764191 1.86805302 2.19013503]",0.3671
175,0.6932,0.6968,"[3.92381308 4.55001263 0.30374293 2.1168268  0.61928978 0.27873308
 0.86840422 1.86842842 2.19040995]",0.3676
176,0.6928,0.7163,"[3.92898664 4.55557099 0.30946183 2.12266182 0.61343762 0.28451184
 0.86326    1.86263495 2.18454385]",0.3642
